    -0,8349
-0,810372
 -0,833889
   -0,792049
  -0,749865
  -0,775739
 -0,837496
 -0,824889
 -0,805405
 -0,843368
 -0,829445
             -0,66217
0,127535
0,185753
-0,770384
-0,853243
  0,205522
 -0,62459
   -0,615875
 0,0714616
0,117635
-0,730037
0,105676
 -0,750242
    -0,678676
-0,736987
 -0,697233
    0,0325433
0,157164
0,150918
  0,205892
-0,753934
0,162139
 0,169768
0,0582507
0,0647772
0,105156
0,297495
-0,756677
0,0571776
0,0991271
0,0796793
0,104665
0,0947806
0,183561
0,0819932
0,0486217
 -0,674345
0,245094
0,091076
     0,254235
   -0,483454
0,150904
0,0761562
 0,141154
0,0501011
0,121296
0,0987071
   0,0581256
0,0358855
 0,240365
 0,075136
0,0508448
      0,0548458
   0,0661701
0,192212
0,0815583
0,0894229
0,531124
 0,0546574
     0,110285
 0,125827
0,0827687
0,0782864
0,197805
   0,0935857
      0,144275
 0,153917
0,221992
0,110102
0,163709
0,0177211
  0,0759027
  0,0760836
  0,256389
0,145798
0,0640161
0,0569547
  0,170083
 0,112977
0,0550125
 0,0783466
 0,0228541
0,177409
0,147561
0,0262718
0,145342
0,11405
 0,0772732
0,119023
0,168121
 0,0242987
0,119756
   0,0492306
  0,0896185
0,316333
0,0567638
-0,8968
 -0,886065
-0,907365
 -0,756707
 0,0140909
 0,0397126
 0,0196774
 0,0205776
  0,0309933
0,0370602
 0,0401372
 0,0104624
  0,0256384
0,0602652
  0,043038
 0,0239454
0,0479816
 0,0275777
 0,0284761
 0,0162918
  0,0217477
 0,0167278
0,0171459
 0,0146872
 0,0236424
 0,0152233
 0,0165384
   -0,322503
     0,433181
-0,367546
  0,486534
   0,464053
0,527663
-0,288509
  0,542492
0,0277193
0,472897
  0,46058
-0,398977
 0,454835
-0,409812
0,470583
0,0611064
0,0803768
0,412063
        0,0438427
  0,420768
0,0650057
  0,176403
 0,118731
0,0599976
  0,0281622
-0,256755
    0,0519263
0,105352
0,13951
 0,0611283
  0,461531
 0,116935
  0,131067
0,0398967
0,0299423
 0,088855
0,0327427
0,0482785
0,10009
0,0454139
0,0715515
  0,036112
   0,169638
0,0954739
          0,215769
       0,483521
0,201121
    0,107773
  0,118958
0,362012
 0,377002
0,164657
0,613881
0,101789
  0,0737366
0,225325
0,384046
0,115474
0,0931824
0,288228
0,277711
0,132819
0,101548
0,302654
 0,164696
0,11911
0,0675517
  0,431393
 0,152379
0,37126
0,319607
  0,164318
0,151932
0,253689
   0,142786
0,306969
0,201168
   0,622881
     0,0490472
-0,683764
0,0475023
-0,831311
  0,0546691
0,499802
0,0960899
-0,446824
-0,838423
-0,763637
0,0710349
0,0978822
 0,0663678
-0,937627
0,162334
-0,736825
-0,966498
 0,122625
 0,0428384
 0,025236
  0,0249454
0,0177392
 0,0167249
 0,0181821
  0,0195352
0,0210052
  0,0416769
0,0148607
 0,0150955
   0,0298371
0,0226845
0,0241456
    0,0942924
    0,0368541
 0,023928
       0,0724457
0,0187663
 0,0499589
0,0704231
 0,0410721
 0,0451557
 0,0533693
0,0942606
 0,0619219
0,0740492
0,0624208
 0,0309775
 0,100228
0,147115
0,102297
 0,128998
 0,0802297
0,098885
0,0424854
0,0381275
 0,0864969
 0,0502796
  0,148204
 0,0631623
0,083671
 0,0356892
 0,105533
 0,162773
   0,0587628
 0,190405
  0,249973
0,0484774
 0,0925299
0,0532826
       0,868143
      0,819376
  0,0628332
0,0608243
  0,773864
    -0,932792
0,469587
-0,140966
0,00841164
0,6285
0,876222
0,0175375
0,342257
0,184303
-0,878863
0,20531
0,929919
0,137682
0,11387
-0,220601
   0,123848
                  0,0173515
   0,453039
       -0,73762
0,0990685
     0,887109
-0,954128
0,616117
 0,0325784
    -0,927632
    -0,941081
-0,28839
 0,0663932
 -0,61899
0,564533
-0,571361
0,732052
    0,667586
  -0,570048
0,537366
     -0,776035
 0,174495
0,913209
-0,11745
   0,095699
 -0,956927
  -0,543969
-0,856792
-0,23658
  0,091821
0,0484845
0,594478
-0,599241
-0,42256
0,958187
-0,602813
-0,698121
0,49958
-0,462606
   -0,506237
0,0968581
0,272119
0,1446
0,00981861
-0,377963
0,774731
0,180594
0,21616
-0,325282
0,0875747
0,0798862
0,0812327
-0,879058
-0,741111
0,0622226
-0,329149
  0,800789
-0,71755
  -0,21565
0,122064
0,114202
 0,642106
  -0,917965
-0,432963
-0,486665
-0,442642
0,118042
0,56771
  0,180448
0,106665
-0,384286
-0,730881
-0,799817
 0,200504
0,084327
0,144437
0,087108
0,0651244
 0,184734
0,0930649
0,0876557
0,0829924
0,126688
 0,292785
0,135815
-0,370955
  0,124459
0,0402819
       0,139895
0,508095
   0,121285
0,0879184
0,177613
  0,162722
 0,233341
 0,123179
0,0481149
0,144971
   0,234609
  0,0375319
 0,0973485
0,176251
0,132183
 0,0771186
0,123726
0,125794
 0,146975
 0,0432084
 0,0624394
0,20772
0,103743
    0,0583425
    0,032533
0,0451929
0,093963
0,103816
0,0599967
0,0249324
0,0828348
0,126391
   0,0692189
0,0947898
0,0364246
        0,0590846
-0,929054
 0,0614072
-0,930068
0,0431786
-0,955276
  0,0653835
  -0,754372
 0,0845299
 -0,864886
    0,092663
0,0358915
0,0181716
0,0576974
0,0666131
0,0216947
 0,0471066
0,12992
  0,0354808
 0,0254051
  0,0449447
0,183648
0,0554514
0,0840069
 0,0977979
 0,076207
   0,147562
 0,0430232
  0,0498201
0,111732
0,168754
0,151954
   0,0598348
   0,0533174
0,0618996
0,0684175
0,0683271
   0,0859
   0,117375
0,0602741
 0,0573856
0,0745302
 0,0585721
0,0726434
0,03593
 0,0687715
0,118431
0,068675
     0,135891
 0,0714656
0,0620329
0,073892
 0,0597939
0,0823541
  0,0673856
  0,199198
 0,0615873
     0,0776711
0,116567
0,116859
     0,120243
0,0581019
0,109244
 -0,0194494
0,112656
0,128338
   0,24227
 0,138808
0,285494
0,196601
-0,00661081
 0,148186
0,292151
0,165503
-0,0254729
0,129877
 -0,946267
  -0,958762
-0,970556
 0,033218
 0,0221818
 0,024295
 0,0186148
 0,0184122
  0,0140672
 0,019294
 0,0228457
0,0213184
 0,0141905
 0,0173342
  0,015732
0,0246734
 0,02032
 0,0254256
  0,0214916
0,0251384
 0,019275
  0,0208489
0,0175096
   0,0353724
0,0418366
0,0568397
 0,0245471
 0,0606998
   0,0173797
0,0175937
0,0173927
 0,0116571
 0,0161383
 0,0225573
 0,0125841
 0,017104
 0,0117242
 0,0177122
 0,0191876
 0,0161821
 0,01319
 0,022613
 0,0124651
  0,0129126
0,0225484
  0,0162933
0,0177987
 0,0269538
  0,0283935
0,0191112
 0,0207269
 0,0208361
 0,0199427
 0,0129215
 0,0163232
  0,0234118
0,0181638
 0,0127075
 0,0221311
 0,0232053
  0,0219826
0,0177915
 0,0179361
  0,0248075
0,0250747
  0,0205735
0,0203178
 0,0162411
 0,0168933
  0,0168525
0,0136452
 0,0308588
 0,0290278
 0,0230085
 0,0236245
  0,0123584
0,0233361
 0,0231157
 -0,979371
 -0,980579
 0,0128613
 0,0158815
 0,0145524
 0,0169334
  0,0195681
0,0157224
 0,0174197
  0,024475
0,0213495
  0,0212907
0,0232247
 0,028007
 0,0197647
 0,0210816
 0,019145
 0,0231468
 0,0211346
 0,0160925
 0,0238643
 0,0231776
 0,0160497
 0,0205065
 0,0223047
  0,0228443
0,0158999
 0,0209743
  0,0141093
0,0177612
