DNS Performance Testing Tool
Version 2.13.1

[Status] Command line: dnsperf -O verbose-interval-stats -O latency-histogram -m udp -s 127.0.0.1 -d 60000shuf.txt -v
[Status] Sending queries (to 127.0.0.1:53)
[Status] Started at: Thu Dec 14 16:23:47 2023
[Status] Stopping after 1 run through file
> NXDOMAIN fwww.grigolin.kaweb.it A 0.006116
> NOERROR www.146-241-200-193.dyn.eolo.it A 0.006356
> NOERROR www.151-0-212-2.ip282.fastwebnet.it A 0.000964
> NOERROR www.2014.bolzanofestivalbozen.it A 0.000916
> NXDOMAIN fwww.hotrodcar.it A 0.000499
> NXDOMAIN fwww.junglestar.it A 0.000156
> NOERROR www.146-241-36-135.dyn.eolo.it A 0.006415
> NXDOMAIN fwww.athenalibreriapisa.it A 0.006356
> NOERROR www.2-225-111-119.ip175.fastwebnet.it A 0.006288
> NOERROR www.2-231-243-10.ip209.fastwebnet.it A 0.006277
> NOERROR www.151-0-141-15.ip281.fastwebnet.it A 0.005720
> NOERROR www.2-225-69-211.ip174.fastwebnet.it A 0.022611
> NOERROR www.2-232-1-43.ip210.fastwebnet.it A 0.005205
> NOERROR www.2-230-59-89.ip200.fastwebnet.it A 0.005581
> NOERROR www.212-124-188-222.dyn.eolo.it A 0.005291
> NOERROR www.190.169.43.195.dsl.static.ip.kpnqwest.it A 0.004939
> NOERROR www.2-225-253-166.ip178.fastwebnet.it A 0.004694
> NOERROR www.146-241-123-231.dyn.eolo.it A 0.004474
> NOERROR www.102-119-dhcp.agra.unimi.it A 0.004161
> NOERROR www.128-116-133-102.static.eolo.it A 0.004019
> NOERROR www.212.211.225.213.xdsl.sta.momax.it A 0.003607
> NOERROR www.193-27-28-162.ip313.fastwebnet.it A 0.003261
> NOERROR www.128-116-190-34.static.eolo.it A 0.003247
> NOERROR www.2-227-125-254.ip186.fastwebnet.it A 0.003350
> NOERROR www.128-116-195-107.static.eolo.it A 0.002695
> NOERROR www.2-228-76-191.ip190.fastwebnet.it A 0.002688
> NOERROR www.2-226-217-66.ip182.fastwebnet.it A 0.002413
> NOERROR www.128-116-160-215.dyn.eolo.it A 0.001990
> NOERROR www.163.79.168.109.cust.ip.kpnqwest.it A 0.001779
> NOERROR www.194-69-62-14.net.tlcweb.it A 0.001438
> NXDOMAIN fvpn.cameramoda.it A 0.001169
> NOERROR www.151-0-222-75.ip282.fastwebnet.it A 0.023116
> NOERROR www.2-224-76-183.ip169.fastwebnet.it A 0.001190
> NOERROR www.2-224-120-35.ip170.fastwebnet.it A 0.000632
> NOERROR www.2-224-102-14.ip170.fastwebnet.it A 0.000611
> NOERROR www.191.46.168.109.dsl.static.ip.kpnqwest.it A 0.000592
> NOERROR www.2-231-189-244.ip208.fastwebnet.it A 0.000319
> NOERROR www.2-225-25-129.ip173.fastwebnet.it A 0.000298
> NOERROR www.2-231-82-131.ip206.fastwebnet.it A 0.000248
> NOERROR www.2-228-105-86.ip191.fastwebnet.it A 0.000731
> NOERROR www.2-224-81-25.ip169.fastwebnet.it A 0.023952
> NOERROR www.2-228-245-190.ip194.fastwebnet.it A 0.002353
> NOERROR www.2-225-157-22.ip176.fastwebnet.it A 0.002455
> NOERROR www.2-229-134-52.ip196.fastwebnet.it A 0.002164
> NOERROR www.2-225-171-9.ip176.fastwebnet.it A 0.001673
> NOERROR www.128-116-213-77.static.eolo.it A 0.001598
> NOERROR www.129.157.97.185.ip.empdc.it A 0.001580
> NOERROR www.173.134.150.5.dsl.static.ip.kpnqwest.it A 0.001672
> NOERROR www.185-134-55-215.ip.campaniacom.it A 0.001284
> NOERROR www.128-116-150-30.dyn.eolo.it A 0.001439
> NOERROR www.2-226-192-151.ip182.fastwebnet.it A 0.001421
> NOERROR www.146-241-253-115.dyn.eolo.it A 0.001182
> NOERROR www.128-116-166-230.static.eolo.it A 0.001162
> NOERROR www.2-224-108-64.ip170.fastwebnet.it A 0.000492
> NOERROR www.2-226-242-66.ip183.fastwebnet.it A 0.000703
> NOERROR www.2-224-42-249.ip168.fastwebnet.it A 0.000472
> NXDOMAIN fwww.briosaenergia.it A 0.000156
> NXDOMAIN fwww.amcitaly.it A 0.024579
> NOERROR www.103.167.43.195.dial.static.ip.kpnqwest.it A 0.024519
> NOERROR www.2-228-126-44.ip191.fastwebnet.it A 0.000660
> NOERROR www.0329.it A 0.000503
> NOERROR www.213-140-28-139.ip.fastwebnet.it A 0.025093
> NXDOMAIN ftest.wiber.it A 0.000621
> NOERROR www.217-133-17-233.static.clienti.tiscali.it A 0.025068
> NOERROR www.188-95-76-185.wdsl.wifiweb.it A 0.000446
> NOERROR www.128-116-174-249.dyn.eolo.it A 0.002956
> NOERROR www.111.226.netbull.it A 0.025035
> NOERROR www.151-0-180-179.ip282.fastwebnet.it A 0.000413
> NXDOMAIN fwww.visitnorway.it A 0.003529
> NOERROR www.146-241-196-172.dyn.eolo.it A 0.002858
> NOERROR www.2-227-108-95.ip185.fastwebnet.it A 0.025256
> NOERROR www.217-133-56-23.static.clienti.tiscali.it A 0.025488
> NOERROR www.185-182-209-34.airbeam.it A 0.000807
> NOERROR www.212-124-162-204.dyn.eolo.it A 0.025407
> NOERROR www.188-213-40-244.wdsl.neomedia.it A 0.000442
> NOERROR www.212-165-49-28.pool-xdsl.qcom.it A 0.003822
> NXDOMAIN fwww.clockworkstudios.it A 0.003714
> NOERROR www.148.18.141.94.cust.ip.kpnqwest.it A 0.025372
> NOERROR www.217-133-177-255.static.clienti.tiscali.it A 0.000445
> NOERROR www.102neu190.neuroscienze.unito.it A 0.000771
> NOERROR www.128-116-196-20.dyn.eolo.it A 0.025450
> NOERROR www.217-133-16-213.static.clienti.tiscali.it A 0.004211
> NOERROR www.217-133-46-54.static.clienti.tiscali.it A 0.004670
> NOERROR www.2-225-219-68.ip177.fastwebnet.it A 0.000408
> NOERROR www.2-225-86-210.ip175.fastwebnet.it A 0.004254
> NOERROR www.2-227-127-24.ip186.fastwebnet.it A 0.003950
> NOERROR www.2-226-102-49.ip180.fastwebnet.it A 0.026097
> NOERROR www.151-0-136-144.ip281.fastwebnet.it A 0.025327
> NOERROR www.2-231-125-223.ip207.fastwebnet.it A 0.000525
> NOERROR www.217-133-168-23.static.clienti.tiscali.it A 0.004130
> NXDOMAIN fwww.teleducale.it A 0.000589
> NOERROR www.2-225-71-226.ip174.fastwebnet.it A 0.025286
> NOERROR www.169.9.168.109.cust.ip.kpnqwest.it A 0.003796
> NOERROR www.212-165-40-63.pool-xdsl.qcom.it A 0.025197
> NOERROR www.146-241-238-170.dyn.eolo.it A 0.000505
> NOERROR www.2-228-152-101.ip192.fastwebnet.it A 0.003627
> NOERROR www.2-229-155-36.ip197.fastwebnet.it A 0.024706
> NOERROR www.2-228-199-159.ip193.fastwebnet.it A 0.000890
> NOERROR www.2-229-19-202.ip194.fastwebnet.it A 0.024568
> NOERROR www.217-133-68-73.static.clienti.tiscali.it A 0.024720
> NOERROR www.2-228-149-196.ip192.fastwebnet.it A 0.000405
> NXDOMAIN fwww.idrokinetik.it A 0.023728
> NXDOMAIN fwww.culturalupatotina.it A 0.023729
> NOERROR www.2-224-201-225.ip172.fastwebnet.it A 0.023536
> NXDOMAIN fwww.sldesigns.it A 0.000672
> NXDOMAIN fwebmail.verdeabitare.it A 0.004501
> NOERROR www.2-228-133-201.ip191.fastwebnet.it A 0.023392
> NXDOMAIN ftutto80.it A 0.023531
> NXDOMAIN fwww.diarioaffari-guide.it A 0.023635
> NXDOMAIN fwww.fornituredigitali.it A 0.004219
> NOERROR www.128-116-193-95.static.eolo.it A 0.004189
> NOERROR www.2-231-191-12.ip208.fastwebnet.it A 0.023589
> NOERROR www.176-110-99-54.ip.campaniacom.it A 0.003506
> NXDOMAIN fwww.vadoinbici.it A 0.003139
> NOERROR www.2-225-175-121.ip176.fastwebnet.it A 0.023191
> NOERROR www.128-116-192-140.dyn.eolo.it A 0.002956
> NOERROR www.128-116-129-137.static.eolo.it A 0.023251
> NOERROR www.2-226-41-15.ip179.fastwebnet.it A 0.002563
> NOERROR www.176-12-89-255.static.esinet.it A 0.002572
> NOERROR www.193-178-225-108.customer.neomedia.it A 0.002232
> NOERROR www.2-225-54-171.ip174.fastwebnet.it A 0.023308
> NOERROR www.146-241-213-194.dyn.eolo.it A 0.002030
> NOERROR www.194-69-62-190.net.tlcweb.it A 0.023681
> NXDOMAIN fwww.belgravia.it A 0.002036
> NOERROR www.164.99.168.109.host.static.ip.kpnqwest.it A 0.002546
> NOERROR www.2-226-20-159.ip178.fastwebnet.it A 0.001821
> NOERROR www.137-24-157-185.4all.it A 0.001801
> NOERROR www.217-133-196-59.static.clienti.tiscali.it A 0.023828
> NOERROR www.2-226-250-74.ip183.fastwebnet.it A 0.001526
> NOERROR www.2-228-28-5.ip189.fastwebnet.it A 0.002363
> NOERROR www.146-241-146-140.dyn.eolo.it A 0.001829
> NOERROR www.2-224-70-192.ip169.fastwebnet.it A 0.024346
> NOERROR www.2-227-64-223.ip185.fastwebnet.it A 0.001603
> NXDOMAIN fwinefiller.it A 0.002402
> NOERROR www.146-241-233-221.dyn.eolo.it A 0.002111
> NOERROR www.2-228-1-9.ip189.fastwebnet.it A 0.001436
> NOERROR www.217-133-39-151.static.clienti.tiscali.it A 0.001957
> NXDOMAIN fwww.kit5giorni.it A 0.001023
> NXDOMAIN fwww.termorossi.it A 0.000936
> NXDOMAIN fwww.rietec.it A 0.002223
> NOERROR www.2-226-5-61.ip178.fastwebnet.it A 0.001753
> NOERROR www.2-224-23-28.ip168.fastwebnet.it A 0.024452
> NOERROR www.128-116-205-114.static.eolo.it A 0.024667
> NOERROR www.212-183-173-74.pool-xdsl.qcom.it A 0.000049
> NOERROR www.173.32.97.212.host.static.ip.kpnqwest.it A 0.000845
> NOERROR www.146-241-2-14.dyn.eolo.it A 0.000993
> NOERROR www.2-224-46-83.ip168.fastwebnet.it A 0.002252
> NOERROR www.2-228-135-44.ip191.fastwebnet.it A 0.000987
> NXDOMAIN fwww.angelettigroup.it A 0.001694
> NOERROR www.2-225-116-101.ip175.fastwebnet.it A 0.001100
> NOERROR www.128-116-230-245.dyn.eolo.it A 0.002007
> NOERROR www.121-5-187-213.4all.it A 0.000889
> NXDOMAIN fwww.massimocorsi.it A 0.000666
> NOERROR www.2-227-247-249.ip188.fastwebnet.it A 0.001437
> NOERROR www.159-255-135-106.airbeam.it A 0.000214
> NOERROR www.2-228-223-167.ip193.fastwebnet.it A 0.025423
> NOERROR www.185-19-140-119.net.baleno.it A 0.025410
> NXDOMAIN ftzone.nervous.it A 0.025269
> NXDOMAIN fwww.corsiperpilotadroniperugia.it A 0.025285
> NXDOMAIN fwww.store.editions.it A 0.000438
> NOERROR www.146-241-47-225.dyn.eolo.it A 0.000613
> NOERROR www.185-219-235-22.ip300.fastwebnet.it A 0.025579
> NOERROR www.217-133-116-91.static.clienti.tiscali.it A 0.000629
> NXDOMAIN fwww.jetbit.it A 0.025325
> NOERROR www.217-133-119-159.static.clienti.tiscali.it A 0.000378
> NOERROR www.185-18-26-154.wdsl.neomedia.it A 0.002462
> NOERROR www.151-0-208-63.ip282.fastwebnet.it A 0.025478
> NOERROR www.185-18-24-121.wdsl.neomedia.it A 0.025126
> NOERROR www.151-0-153-158.ip281.fastwebnet.it A 0.024963
> NOERROR www.2-227-217-79.ip188.fastwebnet.it A 0.000507
> NXDOMAIN fwww.babymarket.it A 0.025180
> NOERROR www.128-116-140-56.dyn.eolo.it A 0.000683
> NOERROR www.2-226-58-225.ip179.fastwebnet.it A 0.003295
> NOERROR www.2-225-160-137.ip176.fastwebnet.it A 0.000492
> NOERROR www.146-241-15-136.dyn.eolo.it A 0.025480
> NOERROR www.146-241-203-173.dyn.eolo.it A 0.025248
> NOERROR www.2-232-118-250.ip212.fastwebnet.it A 0.024525
> NOERROR www.2-225-91-179.ip175.fastwebnet.it A 0.024535
> NOERROR www.2-228-200-115.ip193.fastwebnet.it A 0.000501
> NOERROR www.146-241-142-239.dyn.eolo.it A 0.024745
> NXDOMAIN fwebmail.goldencarsrent.it A 0.003458
> NOERROR www.217-133-68-61.static.clienti.tiscali.it A 0.000487
> NOERROR www.2-229-32-66.ip194.fastwebnet.it A 0.024557
> NXDOMAIN fwww.nivesonlus.it A 0.024326
> NOERROR www.159-255-132-181.airbeam.it A 0.000838
> NOERROR www.195-72-216-238-grg-dnm.wimax.intercom.it A 0.003851
> NOERROR www.217-133-250-88.static.clienti.tiscali.it A 0.000297
> NOERROR www.2-227-98-193.ip185.fastwebnet.it A 0.003292
> NXDOMAIN fstudiolupo.it A 0.000284
> NOERROR www.151-0-226-253.ip283.fastwebnet.it A 0.024820
> NOERROR www.212-165-43-159.pool-xdsl.qcom.it A 0.003999
> NOERROR www.2-232-117-55.ip212.fastwebnet.it A 0.003739
> NOERROR www.128-116-190-153.dyn.eolo.it A 0.000611
> NOERROR www.2-226-148-221.ip181.fastwebnet.it A 0.000907
> NOERROR www.2-225-19-200.ip173.fastwebnet.it A 0.025671
> NOERROR www.146-241-247-106.dyn.eolo.it A 0.003828
> NXDOMAIN fwww.webadvice.it A 0.003579
> NOERROR www.146-241-217-225.dyn.eolo.it A 0.000295
> NOERROR www.151-0-184-147.ip282.fastwebnet.it A 0.003298
> NOERROR www.2-229-14-115.ip194.fastwebnet.it A 0.003130
> NOERROR www.2-224-203-48.ip172.fastwebnet.it A 0.025538
> NXDOMAIN fwww.altersolution.it A 0.025671
> NOERROR www.217-133-69-137.static.clienti.tiscali.it A 0.025468
> NOERROR www.128-116-174-234.static.eolo.it A 0.025530
> NOERROR www.128-116-203-120.dyn.eolo.it A 0.000630
> NOERROR www.151.44.168.109.dsl.static.ip.kpnqwest.it A 0.025136
> NOERROR www.109.43.168.109.cust.ip.kpnqwest.it A 0.003549
> NOERROR www.212-124-165-40.dyn.eolo.it A 0.000626
> NOERROR www.151-0-206-1.ip282.fastwebnet.it A 0.003226
> NOERROR www.2-226-174-25.ip182.fastwebnet.it A 0.000386
> NOERROR www.2-226-146-7.ip181.fastwebnet.it A 0.024767
> NOERROR www.121.181.43.195.dsl.static.ip.kpnqwest.it A 0.024841
> NOERROR www.2-230-65-50.ip200.fastwebnet.it A 0.024383
> NOERROR www.2-225-196-227.ip177.fastwebnet.it A 0.000523
> NOERROR www.151-0-142-2.ip281.fastwebnet.it A 0.024617
> NXDOMAIN fvideo-gw.netscalibur.it A 0.003643
> NOERROR www.116.184.43.195.dsl.static.ip.kpnqwest.it A 0.000776
> NOERROR www.2-225-4-142.ip173.fastwebnet.it A 0.024634
> NOERROR www.2-225-101-111.ip175.fastwebnet.it A 0.000771
> NOERROR www.185.167.43.195.dial.static.ip.kpnqwest.it A 0.000284
> NOERROR www.102.8.141.94.cust.ip.kpnqwest.it A 0.024532
> NOERROR www.185-112-85-188.ip.cloud-admin.it A 0.024361
> NXDOMAIN fwww.esauriente.it A 0.024253
> NOERROR www.2-226-193-141.ip182.fastwebnet.it A 0.000505
> NOERROR www.2-230-77-115.ip201.fastwebnet.it A 0.024008
> NOERROR www.217-133-155-225.static.clienti.tiscali.it A 0.004323
> NOERROR www.2-230-140-60.ip202.fastwebnet.it A 0.000491
> NOERROR www.185-22-84-153.ip280.fastwebnet.it A 0.003784
> NOERROR www.2-228-230-62.ip193.fastwebnet.it A 0.000328
> NOERROR www.2-231-119-165.ip207.fastwebnet.it A 0.003857
> NOERROR www.217-133-47-212.static.clienti.tiscali.it A 0.023948
> NOERROR www.128-116-185-129.static.eolo.it A 0.024025
> NOERROR www.2-226-93-18.ip180.fastwebnet.it A 0.023143
> NOERROR www.2-230-120-126.ip201.fastwebnet.it A 0.000510
> NXDOMAIN fwebmail.mybagno.it A 0.023378
> NOERROR www.2-226-210-210.ip182.fastwebnet.it A 0.000500
> NOERROR www.176-12-90-218.static.esinet.it A 0.004021
> NOERROR www.213-156-63-34.ip.fastwebnet.it A 0.004253
> NOERROR www.2-231-245-64.ip209.fastwebnet.it A 0.000470
> NOERROR www.128-116-202-249.static.eolo.it A 0.023710
> NOERROR www.217-133-60-37.static.clienti.tiscali.it A 0.023504
> NOERROR www.195-72-207-176-alz-mul.wimax.intercom.it A 0.023168
> NOERROR www.217-133-156-222.static.clienti.tiscali.it A 0.022705
> NOERROR www.128-116-242-94.dyn.eolo.it A 0.022717
> NOERROR www.217-133-254-41.static.clienti.tiscali.it A 0.000425
> NXDOMAIN fwebdisk.gioacchinoschembri.it A 0.022584
> NOERROR www.128-116-202-170.static.eolo.it A 0.022603
> NXDOMAIN fwebdisk.mangioroma.it A 0.021953
> NOERROR www.00124parrucchiere.it A 0.022005
> NOERROR www.2-227-160-236.ip186.fastwebnet.it A 0.000965
> NOERROR www.128-116-221-250.static.eolo.it A 0.000775
> NOERROR www.128-116-153-238.static.eolo.it A 0.000626
> NXDOMAIN fwww.agbusinesshotels.it A 0.022559
> NOERROR www.176-12-89-76.static.esinet.it A 0.005105
> NXDOMAIN fwebdisk.effecomp.it A 0.000606
> NXDOMAIN fstudiodentisticomeronimonica.it A 0.000100
> NOERROR www.217-133-146-185.static.clienti.tiscali.it A 0.022724
> NOERROR www.2-226-68-36.ip179.fastwebnet.it A 0.022899
> NOERROR www.128-116-171-15.dyn.eolo.it A 0.022918
> NOERROR www.146-241-11-164.dyn.eolo.it A 0.000402
> NOERROR www.146-241-67-229.dyn.eolo.it A 0.000663
> NOERROR www.146-241-105-120.dyn.eolo.it A 0.022991
> NOERROR www.146-241-162-79.dyn.eolo.it A 0.023058
> NOERROR www.2-230-43-95.ip200.fastwebnet.it A 0.022485
> NOERROR www.2-225-65-29.ip174.fastwebnet.it A 0.006161
> NOERROR www.185-18-24-143.wdsl.neomedia.it A 0.000507
> NXDOMAIN fweb.humanitarianhelp.it A 0.022630
> NOERROR www.2-228-218-77.ip193.fastwebnet.it A 0.022473
> NXDOMAIN fwww.tumidei.it A 0.022542
> NOERROR www.217-133-132-24.static.clienti.tiscali.it A 0.022292
> NOERROR www.2-225-29-103.ip173.fastwebnet.it A 0.000597
> NOERROR www.2-232-100-82.ip212.fastwebnet.it A 0.007330
> NXDOMAIN fwebmail.alberghinifalegnameria.it A 0.022673
> NOERROR www.1un.it A 0.007010
> NXDOMAIN fwww.patriziamassi.it A 0.022751
> NOERROR www.2-225-202-133.ip177.fastwebnet.it A 0.022147
> NOERROR www.2-232-167-56.ip213.fastwebnet.it A 0.001386
> NOERROR www.2-230-208-239.ip203.fastwebnet.it A 0.022141
> NOERROR www.2-227-130-140.ip186.fastwebnet.it A 0.001452
> NOERROR www.128-116-137-52.static.eolo.it A 0.001394
> NOERROR www.2-231-76-45.ip206.fastwebnet.it A 0.007813
> NOERROR www.2-225-114-229.ip175.fastwebnet.it A 0.000634
> NOERROR www.217-133-210-153.static.clienti.tiscali.it A 0.022124
> NXDOMAIN fwww.sessishop.it A 0.000382
> NOERROR www.165-80-r15.pneumatici100.it A 0.021826
> NOERROR www.177.52.97.212.cust.ip.kpnqwest.it A 0.020971
> NOERROR www.217-133-40-24.static.clienti.tiscali.it A 0.021036
> NOERROR www.2-226-31-12.ip179.fastwebnet.it A 0.020500
> NOERROR www.2-225-201-19.ip177.fastwebnet.it A 0.000510
> NOERROR www.2-226-100-125.ip180.fastwebnet.it A 0.020310
> NXDOMAIN fwww.annaelesuemeraviglie.it A 0.000747
> NOERROR www.2-225-220-178.ip177.fastwebnet.it A 0.000387
> NOERROR www.2-228-213-73.ip193.fastwebnet.it A 0.000245
> NOERROR www.2-228-10-200.ip189.fastwebnet.it A 0.020148
> NOERROR www.2-224-54-195.ip169.fastwebnet.it A 0.008633
> NOERROR www.142-205-dyn.balenowireless.it A 0.020220
> NOERROR www.14.eventilive.myegosrl.it A 0.019936
> NOERROR www.2-228-173-193.ip192.fastwebnet.it A 0.019824
> NOERROR www.2-226-146-228.ip181.fastwebnet.it A 0.019479
> NOERROR www.212-165-36-106.pool-xdsl.qcom.it A 0.000691
> NOERROR www.2-231-74-35.ip206.fastwebnet.it A 0.019233
> NOERROR www.128-116-229-125.static.eolo.it A 0.000495
> NOERROR www.2-227-58-227.ip184.fastwebnet.it A 0.000679
> NOERROR www.128-116-169-137.dyn.eolo.it A 0.009783
> NOERROR www.14.118.168.109.host.static.ip.kpnqwest.it A 0.000464
> NXDOMAIN fwww.majongarnete.pozzappartamenti.it A 0.009528
> NXDOMAIN fwww.pivettarobertosrl.it A 0.019391
> NOERROR www.2-231-146-105.ip207.fastwebnet.it A 0.000711
> NOERROR www.2-231-209-154.ip208.fastwebnet.it A 0.010043
> NOERROR www.217-133-225-201.static.clienti.tiscali.it A 0.009727
> NOERROR www.2-226-27-38.ip179.fastwebnet.it A 0.009603
> NOERROR www.2-228-101-90.ip191.fastwebnet.it A 0.009194
> NOERROR www.213-156-47-208.ip.fastwebnet.it A 0.009167
> NXDOMAIN fstatic-82-85-145-100.clienti.tiscali.it A 0.009171
> NOERROR www.2-224-45-110.ip168.fastwebnet.it A 0.020168
> NOERROR www.146-241-6-42.dyn.eolo.it A 0.008558
> NXDOMAIN ftwilightskin-nemy.forumfree.it A 0.008758
> NXDOMAIN fwww.spesaespressa.it A 0.008751
> NOERROR www.2-227-211-23.ip188.fastwebnet.it A 0.000650
> NOERROR www.151-0-175-6.ip281.fastwebnet.it A 0.008475
> NOERROR www.176.23.168.109.cust.ip.kpnqwest.it A 0.008204
> NOERROR www.146-241-166-37.dyn.eolo.it A 0.008006
> NOERROR www.146-241-197-235.dyn.eolo.it A 0.007301
> NOERROR www.2-228-183-95.ip192.fastwebnet.it A 0.020640
> NOERROR www.217-133-114-135.static.clienti.tiscali.it A 0.007654
> NOERROR www.130net48.unica.it A 0.007374
> NOERROR www.2-226-151-203.ip181.fastwebnet.it A 0.001070
> NOERROR www.109.96.168.109.host.static.ip.kpnqwest.it A 0.006938
> NOERROR www.2-227-19-30.ip184.fastwebnet.it A 0.006508
> NXDOMAIN fwww.siciliainonda.rai.it A 0.006689
> NOERROR www.2-225-151-73.ip176.fastwebnet.it A 0.021098
> NOERROR www.146-241-116-195.dyn.eolo.it A 0.006783
> NOERROR www.128-116-140-29.dyn.eolo.it A 0.006161
> NXDOMAIN fwww.iz8wnh.it A 0.021636
> NOERROR www.2-227-65-168.ip185.fastwebnet.it A 0.006212
> NXDOMAIN fwww.trilogyclub.it A 0.006328
> NXDOMAIN fwebmail.tamimmobiliare.it A 0.021818
> NOERROR www.215-206-riservato.fdp.unimi.it A 0.002472
> NOERROR www.2-225-195-133.ip177.fastwebnet.it A 0.002005
> NXDOMAIN fwww.giardinoinerba.it A 0.006010
> NOERROR www.128-116-229-61.dyn.eolo.it A 0.001992
> NOERROR www.151-0-208-252.ip282.fastwebnet.it A 0.002101
> NOERROR www.213-140-27-193.ip.fastwebnet.it A 0.005780
> NOERROR www.2-232-142-194.ip212.fastwebnet.it A 0.005566
> NXDOMAIN fwww.calcionapolifan.it A 0.005411
> NOERROR www.165.47.168.109.cust.ip.kpnqwest.it A 0.001736
> NOERROR www.146-241-184-252.dyn.eolo.it A 0.006039
> NXDOMAIN fwww.vendotoner.it A 0.002346
> NOERROR www.2-224-212-183.ip172.fastwebnet.it A 0.005482
> NOERROR www.129.94.144.52.host.static.ip.kpnqwest.it A 0.022751
> NXDOMAIN funlibrodamore.oneminutesite.it A 0.005539
> NXDOMAIN fwww.freecomics.it A 0.022193
> NOERROR www.128-116-182-26.dyn.eolo.it A 0.022306
> NXDOMAIN fwww-test.gruppohera.it A 0.005218
> NOERROR www.2-225-70-13.ip174.fastwebnet.it A 0.005528
> NXDOMAIN fwww.webquest.it A 0.002799
> NOERROR www.2-225-250-132.ip178.fastwebnet.it A 0.022330
> NOERROR www.213-156-37-139.ip310.fastwebnet.it A 0.002261
> NOERROR www.146-241-43-113.dyn.eolo.it A 0.004458
> NOERROR www.146-241-41-30.dyn.eolo.it A 0.001807
> NOERROR www.210.137.150.5.host.static.ip.kpnqwest.it A 0.001934
> NOERROR www.2-227-67-22.ip185.fastwebnet.it A 0.004584
> NOERROR www.2-226-8-99.ip178.fastwebnet.it A 0.004122
> NOERROR www.212.114.168.109.host.static.ip.kpnqwest.it A 0.004344
> NOERROR www.2-224-121-73.ip170.fastwebnet.it A 0.002168
> NXDOMAIN fwww.professioneimmobili.it A 0.022483
> NXDOMAIN fwww.leseidirezioni.it A 0.004390
> NOERROR www.2-225-82-164.ip174.fastwebnet.it A 0.001988
> NOERROR www.212-165-50-52.pool-xdsl.qcom.it A 0.022775
> NOERROR www.2-226-215-6.ip182.fastwebnet.it A 0.004363
> NOERROR www.2-229-46-235.ip195.fastwebnet.it A 0.001523
> NOERROR www.146-241-90-117.dyn.eolo.it A 0.001213
> NOERROR www.146-241-125-161.dyn.eolo.it A 0.004037
> NOERROR www.214.170.173.62.dsl.static.ip.kpnqwest.it A 0.000601
> NOERROR www.2-224-43-151.ip168.fastwebnet.it A 0.003885
> NOERROR www.188-241-153-118.customer.neomedia.it A 0.003599
> NOERROR www.218.103.168.109.host.static.ip.kpnqwest.it A 0.003005
> NXDOMAIN fwww.dreamingice.it A 0.001027
> NXDOMAIN fwww.presidiokennedyacireale.it A 0.003273
> NOERROR www.217-133-196-144.static.clienti.tiscali.it A 0.001304
> NOERROR www.193-178-224-241.customer.neomedia.it A 0.003266
> NOERROR www.176-12-92-32.static.esinet.it A 0.001050
> NOERROR www.128-116-171-183.dyn.eolo.it A 0.003069
> NOERROR www.164.61.97.212.dsl.static.ip.kpnqwest.it A 0.000602
> NOERROR www.146-241-227-5.dyn.eolo.it A 0.002370
> NOERROR www.141-101-dyn.balenowireless.it A 0.023259
> NOERROR www.151-0-206-245.ip282.fastwebnet.it A 0.002556
> NOERROR www.2-224-40-48.ip168.fastwebnet.it A 0.001095
> NOERROR www.146-241-239-74.dyn.eolo.it A 0.001189
> NOERROR www.2-224-195-186.ip172.fastwebnet.it A 0.002473
> NOERROR www.128-116-179-8.static.eolo.it A 0.001336
> NOERROR www.146-241-74-145.dyn.eolo.it A 0.000958
> NOERROR www.128-116-185-15.static.eolo.it A 0.002418
> NOERROR www.212-124-169-135.dyn.eolo.it A 0.000944
> NOERROR www.146-189-109-185.customer.panservice.it A 0.000938
> NOERROR www.217-133-121-20.static.clienti.tiscali.it A 0.002414
> NOERROR www.2-227-132-30.ip186.fastwebnet.it A 0.000344
> NOERROR www.2-227-37-244.ip184.fastwebnet.it A 0.002409
> NOERROR www.2-229-51-250.ip195.fastwebnet.it A 0.002176
> NOERROR www.146-241-37-9.dyn.eolo.it A 0.002085
> NOERROR www.2-227-179-194.ip187.fastwebnet.it A 0.002176
> NOERROR www.146-241-224-86.dyn.eolo.it A 0.002475
> NOERROR www.146-241-213-14.dyn.eolo.it A 0.024904
> NOERROR www.130-255-112-171.ip.telnetsystems.it A 0.002196
> NOERROR www.217-133-74-93.static.clienti.tiscali.it A 0.000275
> NXDOMAIN fwww.yummelo.it A 0.002195
> NOERROR www.2-232-158-227.ip213.fastwebnet.it A 0.024672
> NOERROR www.2-231-40-111.ip205.fastwebnet.it A 0.000608
> NOERROR www.2-226-10-123.ip178.fastwebnet.it A 0.002191
> NOERROR www.2-230-212-162.ip203.fastwebnet.it A 0.000602
> NOERROR www.146-241-203-210.dyn.eolo.it A 0.000641
> NOERROR www.2-226-74-58.ip179.fastwebnet.it A 0.001718
> NOERROR www.2-228-177-247.ip192.fastwebnet.it A 0.001718
> NOERROR www.2-227-188-74.ip187.fastwebnet.it A 0.001066
> NOERROR www.10-19-187-213.4all.it A 0.025114
> NOERROR www.2-228-164-31.ip192.fastwebnet.it A 0.000637
> NXDOMAIN fstradapermontecassino.it A 0.000310
> NOERROR www.2-226-71-203.ip179.fastwebnet.it A 0.001063
> NOERROR www.152.96.168.109.host.static.ip.kpnqwest.it A 0.000297
