DNS Performance Testing Tool
Version 2.13.1

[Status] Command line: dnsperf -O verbose-interval-stats -O latency-histogram -m tcp -s 127.0.0.1 -d 60000shuf.txt -v
[Status] Sending queries (to 127.0.0.1:53)
[Status] Started at: Thu Dec 14 16:24:26 2023
[Status] Stopping after 1 run through file
> NOERROR www.03.5ay.it A 0.008620
> NOERROR www.2-230-254-125.ip204.fastwebnet.it A 0.008632
> NOERROR www.2-226-145-242.ip181.fastwebnet.it A 0.008772
> NOERROR www.198.46.168.109.dsl.static.ip.kpnqwest.it A 0.008644
> NOERROR www.151-0-147-242.ip281.fastwebnet.it A 0.008776
> NOERROR www.131net254.unica.it A 0.008777
> NOERROR www.2-230-72-110.ip200.fastwebnet.it A 0.008936
> NOERROR www.151-0-201-147.ip282.fastwebnet.it A 0.008755
> NOERROR www.2-226-53-22.ip179.fastwebnet.it A 0.009099
> NOERROR www.2-227-167-37.ip187.fastwebnet.it A 0.008954
> NOERROR www.146-241-190-101.dyn.eolo.it A 0.009059
> NOERROR www.151-0-186-172.ip282.fastwebnet.it A 0.008875
> NOERROR www.2-232-155-150.ip213.fastwebnet.it A 0.008854
> NOERROR www.128-116-152-242.static.eolo.it A 0.008872
> NXDOMAIN fstudioscaamministrazioni.it A 0.008993
> NXDOMAIN fwww.psy.alfacomunicazione.it A 0.009151
> NOERROR www.2-228-229-196.ip193.fastwebnet.it A 0.008768
> NOERROR www.2-225-159-125.ip176.fastwebnet.it A 0.008755
> NOERROR www.2-229-49-31.ip195.fastwebnet.it A 0.008949
> NOERROR www.146-241-143-88.dyn.eolo.it A 0.008930
> NXDOMAIN ftimbratura-lecce.ifc.cnr.it A 0.008919
> NXDOMAIN fwww.fruscalzovini.it A 0.008924
> NOERROR www.2-232-106-85.ip212.fastwebnet.it A 0.009089
> NOERROR www.171.51.97.212.host.static.ip.kpnqwest.it A 0.008927
> NOERROR www.151-0-146-1.ip281.fastwebnet.it A 0.008932
> NXDOMAIN fvm-canon.sma.unipi.it A 0.008955
> NXDOMAIN fuiltrasportibergamo.it A 0.008952
> NOERROR www.151-0-161-181.ip281.fastwebnet.it A 0.008978
> NXDOMAIN fwww.frontpoint.it A 0.008975
> NOERROR www.2-225-135-74.ip176.fastwebnet.it A 0.008982
> NOERROR www.2-225-88-116.ip175.fastwebnet.it A 0.008991
> NOERROR www.2-224-82-161.ip169.fastwebnet.it A 0.008973
> NOERROR www.212.170.173.62.dsl.static.ip.kpnqwest.it A 0.008789
> NOERROR www.2-228-14-147.ip189.fastwebnet.it A 0.008939
> NXDOMAIN fwebdisk.parcovacanzegargano.it A 0.008951
> NXDOMAIN fwp09.paginecomunali.it A 0.008906
> NOERROR www.101.9.168.109.cust.ip.kpnqwest.it A 0.008930
> NOERROR www.130-207-234-46.4all.it A 0.009074
> NOERROR www.132.75.168.109.cust.ip.kpnqwest.it A 0.009086
> NOERROR www.128-116-213-212.dyn.eolo.it A 0.009119
> NOERROR www.2-227-105-35.ip185.fastwebnet.it A 0.009121
> NXDOMAIN fstatic-82-85-64-45.clienti.tiscali.it A 0.008946
> NOERROR www.151-0-229-111.ip283.fastwebnet.it A 0.009104
> NOERROR www.128-116-181-227.dyn.eolo.it A 0.008911
> NOERROR www.2-228-202-37.ip193.fastwebnet.it A 0.008886
> NXDOMAIN fwebdisk.palindroma.it A 0.008911
> NOERROR www.146-241-89-208.dyn.eolo.it A 0.009053
> NOERROR www.2-231-151-108.ip207.fastwebnet.it A 0.008866
> NOERROR www.2-225-219-215.ip177.fastwebnet.it A 0.009177
> NOERROR www.217-133-121-246.static.clienti.tiscali.it A 0.009213
> NOERROR www.128-116-221-192.static.eolo.it A 0.009226
> NXDOMAIN fwww.francosumma.it A 0.009180
> NOERROR www.2-229-19-113.ip194.fastwebnet.it A 0.009034
> NOERROR www.2-225-181-96.ip176.fastwebnet.it A 0.009188
> NOERROR www.213-140-20-113.ip.fastwebnet.it A 0.009160
> NOERROR www.166.39.97.212.dsl.static.ip.kpnqwest.it A 0.009305
> NOERROR www.151-0-201-11.ip282.fastwebnet.it A 0.009149
> NOERROR www.212-124-190-71.static.eolo.it A 0.009317
> NOERROR www.217-171-237-241.protezionecivile.fvg.it A 0.009324
> NOERROR www.128-116-216-164.dyn.eolo.it A 0.009440
> NOERROR www.146-241-204-198.dyn.eolo.it A 0.009472
> NOERROR www.2-226-30-253.ip179.fastwebnet.it A 0.009463
> NOERROR www.2-230-203-15.ip203.fastwebnet.it A 0.009137
> NXDOMAIN fwww.himon.it A 0.009353
> NOERROR www.2-229-93-190.ip196.fastwebnet.it A 0.009388
> NOERROR www.124-186-245-92.4all.it A 0.009274
> NOERROR www.2-225-19-149.ip173.fastwebnet.it A 0.009477
> NOERROR www.2-226-210-191.ip182.fastwebnet.it A 0.009334
> NOERROR www.185-7-112-14.ip272.fastwebnet.it A 0.009333
> NXDOMAIN fwww.chopard.it A 0.009322
> NXDOMAIN fwww.del-bello.it A 0.009464
> NOERROR www.213-156-33-213.ip.fastwebnet.it A 0.009316
> NOERROR www.2-226-230-107.ip183.fastwebnet.it A 0.009450
> NOERROR www.194-69-193-128.housing.regdom.it A 0.009425
> NOERROR www.185-11-21-172.static.eolo.it A 0.009384
> NOERROR www.151-0-227-243.ip283.fastwebnet.it A 0.009413
> NOERROR www.195-135-200-93.ip292.fastwebnet.it A 0.009374
> NOERROR www.217-133-189-237.static.clienti.tiscali.it A 0.009392
> NOERROR www.2-231-81-35.ip206.fastwebnet.it A 0.009422
> NOERROR www.2-231-242-175.ip209.fastwebnet.it A 0.009417
> NOERROR www.217-133-125-236.static.clienti.tiscali.it A 0.009407
> NOERROR www.2-226-79-147.ip180.fastwebnet.it A 0.009396
> NOERROR www.212-165-37-215.pool-xdsl.qcom.it A 0.009551
> NXDOMAIN fvilla-caletas-hotel-jaco.hotelmix.it A 0.009402
> NOERROR www.2-227-90-107.ip185.fastwebnet.it A 0.009392
> NXDOMAIN fwebmail.holiday-liguria.it A 0.009549
> NOERROR www.2-230-220-24.ip203.fastwebnet.it A 0.009362
> NOERROR www.2-226-242-244.ip183.fastwebnet.it A 0.009375
> NXDOMAIN fstudiodemar.it A 0.009488
> NOERROR www.194-69-192-114.housing.regdom.it A 0.009500
> NOERROR www.128-116-192-195.static.eolo.it A 0.009366
> NOERROR www.2-230-43-177.ip200.fastwebnet.it A 0.009595
> NOERROR www.2-230-228-213.ip204.fastwebnet.it A 0.009620
> NXDOMAIN ftest.latartara.it A 0.009735
> NOERROR www.2-225-157-117.ip176.fastwebnet.it A 0.009618
> NOERROR www.2-225-237-197.ip178.fastwebnet.it A 0.009759
> NOERROR www.179.95.144.52.host.static.ip.kpnqwest.it A 0.009596
> NXDOMAIN fwww.tommasolocatelli.it A 0.009585
> NOERROR www.130-255-115-205.ip.telnetsystems.it A 0.009609
> NOERROR www.217-133-29-84.static.clienti.tiscali.it A 0.009774
> NOERROR www.2-227-34-72.ip184.fastwebnet.it A 0.009751
> NOERROR www.128-116-221-8.static.eolo.it A 0.009744
> NOERROR www.2-224-113-178.ip170.fastwebnet.it A 0.009750
> NOERROR www.188-72-121-40.net.wt-tech.it A 0.009624
> NOERROR www.2-224-54-127.ip169.fastwebnet.it A 0.009779
> NOERROR www.151-0-212-38.ip282.fastwebnet.it A 0.009635
> NOERROR www.146-241-237-141.dyn.eolo.it A 0.009399
> NOERROR www.146-241-92-55.dyn.eolo.it A 0.009388
> NXDOMAIN fwww.osservatoriostadioroma.it A 0.009575
> NOERROR www.2-231-197-56.ip208.fastwebnet.it A 0.009473
> NOERROR www.2-228-20-7.ip189.fastwebnet.it A 0.009440
> NOERROR www.2-226-149-237.ip181.fastwebnet.it A 0.009487
> NOERROR www.2-226-27-233.ip179.fastwebnet.it A 0.009504
> NXDOMAIN fthebestinumbria.it A 0.009354
> NOERROR www.217-133-254-199.static.clienti.tiscali.it A 0.009327
> NOERROR www.2-225-185-151.ip177.fastwebnet.it A 0.009310
> NOERROR www.2-231-186-158.ip208.fastwebnet.it A 0.009324
> NOERROR www.2-229-107-198.ip196.fastwebnet.it A 0.009272
> NOERROR www.147.27.138.78.cust-fiber.enegan.it A 0.009112
> NOERROR www.2-228-103-21.ip191.fastwebnet.it A 0.009305
> NOERROR www.146-241-189-35.dyn.eolo.it A 0.009281
> NOERROR www.2-224-117-202.ip170.fastwebnet.it A 0.009305
> NOERROR www.217-133-62-72.static.clienti.tiscali.it A 0.009311
> NOERROR www.198.70.168.109.dsl.static.ip.kpnqwest.it A 0.009174
> NOERROR www.2-227-104-144.ip185.fastwebnet.it A 0.009309
> NOERROR www.213-156-54-183.ip.fastwebnet.it A 0.009286
> NOERROR www.151-0-222-0.ip282.fastwebnet.it A 0.009298
> NOERROR www.127.235.93.77.dsl.static.ip.kpnqwest.it A 0.009313
> NOERROR www.217-133-35-66.static.clienti.tiscali.it A 0.009276
> NXDOMAIN fwww.dancerinthedark.it A 0.009270
> NOERROR www.2-224-216-171.ip172.fastwebnet.it A 0.009288
> NOERROR www.217-133-0-130.static.clienti.tiscali.it A 0.009130
> NOERROR www.2-226-71-142.ip179.fastwebnet.it A 0.009477
> NOERROR www.217-133-201-94.static.clienti.tiscali.it A 0.009492
> NOERROR www.2-232-105-124.ip212.fastwebnet.it A 0.009348
> NXDOMAIN fwww.buddyblog.it A 0.009513
> NOERROR www.2-224-48-46.ip169.fastwebnet.it A 0.009381
> NXDOMAIN fvignetilannunziata.it A 0.009348
> NOERROR www.146-241-50-160.dyn.eolo.it A 0.009323
> NOERROR www.128-116-230-64.dyn.eolo.it A 0.009329
> NOERROR www.176-12-89-4.static.esinet.it A 0.009329
> NOERROR www.2-226-128-54.ip181.fastwebnet.it A 0.009337
> NOERROR www.217-133-15-217.static.clienti.tiscali.it A 0.009304
> NOERROR www.2-227-67-187.ip185.fastwebnet.it A 0.009324
> NOERROR www.2-225-29-244.ip173.fastwebnet.it A 0.009331
> NOERROR www.2-227-90-43.ip185.fastwebnet.it A 0.009181
> NOERROR www.146-241-18-229.dyn.eolo.it A 0.009025
> NOERROR www.213-156-49-203.ip.fastwebnet.it A 0.009048
> NOERROR www.217-133-68-180.static.clienti.tiscali.it A 0.009162
> NXDOMAIN fwebdisk.sentierinelcinema.it A 0.009158
> NOERROR www.146-241-18-191.dyn.eolo.it A 0.009192
> NOERROR www.2-225-191-182.ip177.fastwebnet.it A 0.009160
> NOERROR www.2-229-136-170.ip197.fastwebnet.it A 0.009168
> NOERROR www.146-241-147-9.dyn.eolo.it A 0.009038
> NOERROR www.128-116-166-233.dyn.eolo.it A 0.009052
> NOERROR www.2-229-252-78.ip199.fastwebnet.it A 0.009206
> NXDOMAIN fwebmail.areapergolesi.it A 0.009061
> NOERROR www.2-224-1-198.ip168.fastwebnet.it A 0.009188
> NOERROR www.131.elearnify.it A 0.009079
> NOERROR www.146-241-4-140.dyn.eolo.it A 0.009190
> NOERROR www.2-229-104-107.ip196.fastwebnet.it A 0.009061
> NOERROR www.2-224-248-63.ip173.fastwebnet.it A 0.008969
> NXDOMAIN fwebdisk.qualtieriportefinestre.it A 0.008981
> NOERROR www.128-116-220-16.static.eolo.it A 0.009121
> NOERROR www.2-231-228-164.ip209.fastwebnet.it A 0.009089
> NOERROR www.2-228-113-68.ip191.fastwebnet.it A 0.009018
> NOERROR www.2-227-82-103.ip185.fastwebnet.it A 0.009032
> NOERROR www.151-0-128-247.ip281.fastwebnet.it A 0.008861
> NOERROR www.175.183.cust.megaweb.it A 0.008882
> NXDOMAIN fwebmail.cityhotel.it A 0.008905
> NOERROR www.212-124-171-76.dyn.eolo.it A 0.009021
> NOERROR www.168.28.138.78.cust-fiber.enegan.it A 0.008907
> NOERROR www.2-226-44-45.ip179.fastwebnet.it A 0.008863
> NOERROR www.146-241-218-10.dyn.eolo.it A 0.008880
> NOERROR www.185-182-175-239.static.esinet.it A 0.009043
> NOERROR www.2-229-95-197.ip196.fastwebnet.it A 0.008845
> NOERROR www.217-133-186-220.static.clienti.tiscali.it A 0.008997
> NOERROR www.146-241-199-210.dyn.eolo.it A 0.009009
> NOERROR www.2-225-15-20.ip173.fastwebnet.it A 0.009005
> NOERROR www.2-225-63-74.ip174.fastwebnet.it A 0.009189
> NOERROR www.2-228-135-79.ip191.fastwebnet.it A 0.009042
> NOERROR www.128-116-143-77.static.eolo.it A 0.009210
> NOERROR www.2-231-137-105.ip207.fastwebnet.it A 0.009181
> NOERROR www.2-227-103-195.ip185.fastwebnet.it A 0.009189
> NXDOMAIN fwww.studio-lazzarini.it A 0.009219
> NXDOMAIN fwww.bambinogesuzerosei.it A 0.009209
> NXDOMAIN fwebdisk.ebtrade.it A 0.009370
> NOERROR www.2-227-45-233.ip184.fastwebnet.it A 0.009262
> NOERROR www.128-116-167-161.dyn.eolo.it A 0.009371
> NOERROR www.146-241-132-122.dyn.eolo.it A 0.009348
> NOERROR www.128-116-149-118.dyn.eolo.it A 0.009133
> NOERROR www.128-116-146-78.dyn.eolo.it A 0.009099
> NXDOMAIN ftheheroesstories.blogspot.it A 0.008994
> NOERROR www.217-133-21-88.static.clienti.tiscali.it A 0.009163
> NXDOMAIN fwww.asq.it A 0.009016
> NOERROR www.213-156-59-87.ip.fastwebnet.it A 0.009160
> NXDOMAIN fwww.pattodeisindaciabruzzo.it A 0.009017
> NOERROR www.146-241-168-187.dyn.eolo.it A 0.009136
> NXDOMAIN fwww.immobiliaremirisola.it A 0.008977
> NOERROR www.2-229-24-108.ip194.fastwebnet.it A 0.008977
> NOERROR www.146-241-219-112.dyn.eolo.it A 0.009001
> NOERROR www.2-224-191-123.ip171.fastwebnet.it A 0.009115
> NOERROR www.2-226-36-24.ip179.fastwebnet.it A 0.009132
> NOERROR www.2-224-58-115.ip169.fastwebnet.it A 0.009109
> NOERROR www.2-224-38-210.ip168.fastwebnet.it A 0.009112
> NOERROR www.217.165.43.195.host.static.ip.kpnqwest.it A 0.009157
> NOERROR www.217-171-238-100.protezionecivile.fvg.it A 0.008942
> NOERROR www.2-229-39-184.ip195.fastwebnet.it A 0.009093
> NXDOMAIN fwww.ps5bundles.it A 0.009103
> NOERROR www.2-227-180-98.ip187.fastwebnet.it A 0.009053
> NOERROR www.2-225-132-92.ip175.fastwebnet.it A 0.009076
> NOERROR www.2-227-11-46.ip183.fastwebnet.it A 0.009189
> NOERROR www.2-228-218-53.ip193.fastwebnet.it A 0.009070
> NOERROR www.150net145.unica.it A 0.009202
> NOERROR www.101-124-riservato.fdp.unimi.it A 0.009236
> NOERROR www.146-241-93-227.dyn.eolo.it A 0.009399
> NXDOMAIN ftophair.it A 0.009256
> NOERROR www.2-224-207-154.ip172.fastwebnet.it A 0.009393
> NOERROR www.195-2-219-27.customer.neomedia.it A 0.009229
> NXDOMAIN fwww.doremisuraca.it A 0.009038
> NOERROR www.2-224-93-191.ip169.fastwebnet.it A 0.009391
> NOERROR www.128-116-247-24.dyn.eolo.it A 0.009394
> NOERROR www.13lab3.csgi.unifi.it A 0.009558
> NOERROR www.212-124-170-77.dyn.eolo.it A 0.009415
> NOERROR www.2-232-107-200.ip212.fastwebnet.it A 0.009412
> NOERROR www.2-231-240-66.ip209.fastwebnet.it A 0.009401
> NOERROR www.2-227-96-45.ip185.fastwebnet.it A 0.009543
> NOERROR www.151-0-196-41.ip282.fastwebnet.it A 0.009438
> NOERROR www.2-231-33-246.ip205.fastwebnet.it A 0.009431
> NOERROR www.2-224-219-30.ip172.fastwebnet.it A 0.009419
> NOERROR www.2-230-90-169.ip201.fastwebnet.it A 0.009060
> NOERROR www.217-133-75-29.static.clienti.tiscali.it A 0.009234
> NXDOMAIN fwebmail.dimensionesicurezza.it A 0.009247
> NOERROR www.146-241-139-201.dyn.eolo.it A 0.009072
> NOERROR www.217-133-60-213.static.clienti.tiscali.it A 0.009244
> NOERROR www.2-230-246-211.ip204.fastwebnet.it A 0.009217
> NOERROR www.2-224-218-248.ip172.fastwebnet.it A 0.009248
> NXDOMAIN fvptrade.it A 0.009280
> NOERROR www.2-228-148-174.ip192.fastwebnet.it A 0.009253
> NXDOMAIN fwww.tanguero.it A 0.009387
> NOERROR www.2-231-58-224.ip205.fastwebnet.it A 0.009228
> NOERROR www.128-116-170-243.dyn.eolo.it A 0.009089
> NOERROR www.2-229-248-162.ip199.fastwebnet.it A 0.009242
> NOERROR www.2-227-25-204.ip184.fastwebnet.it A 0.009251
> NOERROR www.146-241-140-92.dyn.eolo.it A 0.009405
> NOERROR www.217-133-243-37.static.clienti.tiscali.it A 0.009209
> NOERROR www.168.23.141.94.host.static.ip.kpnqwest.it A 0.009391
> NOERROR www.2-225-160-186.ip176.fastwebnet.it A 0.009289
> NOERROR www.2-231-179-78.ip208.fastwebnet.it A 0.009263
> NXDOMAIN fwptest.injoomla.it A 0.009260
> NOERROR www.2-226-230-81.ip183.fastwebnet.it A 0.009126
> NOERROR www.2-224-244-121.ip173.fastwebnet.it A 0.009133
> NOERROR www.176.31.141.94.host.static.ip.kpnqwest.it A 0.009297
> NOERROR www.2-224-2-136.ip168.fastwebnet.it A 0.009276
> NOERROR www.217-133-25-17.static.clienti.tiscali.it A 0.009258
> NOERROR www.217-133-236-19.static.clienti.tiscali.it A 0.009264
> NOERROR www.128-116-157-230.dyn.eolo.it A 0.009256
> NOERROR www.151-0-234-252.ip283.fastwebnet.it A 0.009223
> NXDOMAIN fwebdisk.innovativestyle.it A 0.009265
> NOERROR www.217-171-233-148.protezionecivile.fvg.it A 0.009415
> NOERROR www.128-116-234-138.dyn.eolo.it A 0.009274
> NOERROR www.146-241-88-223.dyn.eolo.it A 0.009649
> NOERROR www.217-133-189-194.static.clienti.tiscali.it A 0.009506
> NOERROR www.2-228-40-47.ip189.fastwebnet.it A 0.009362
> NOERROR www.2-225-183-138.ip176.fastwebnet.it A 0.009535
> NOERROR www.2-225-41-254.ip174.fastwebnet.it A 0.009537
> NXDOMAIN fwww.villacasale.it A 0.009705
> NXDOMAIN fwww.studiol1s4.it A 0.009549
> NXDOMAIN fwww.scuoladivolo.it A 0.009677
> NOERROR www.2-224-29-84.ip168.fastwebnet.it A 0.009568
> NOERROR www.2-229-23-152.ip194.fastwebnet.it A 0.009677
> NOERROR www.146-241-117-231.dyn.eolo.it A 0.009574
> NOERROR www.130-255-119-109.ip.telnetsystems.it A 0.009691
> NOERROR www.2-230-54-138.ip200.fastwebnet.it A 0.009497
> NOERROR www.108.108.dyn.b2.gruppoterra.it A 0.009531
> NOERROR www.2-227-130-219.ip186.fastwebnet.it A 0.009559
> NOERROR www.2-228-24-102.ip189.fastwebnet.it A 0.009676
> NXDOMAIN fwww.edilsvcfmodena.it A 0.009693
> NOERROR www.163.199.225.213.unassigned.momax.it A 0.009494
> NOERROR www.146-241-106-253.dyn.eolo.it A 0.009465
> NOERROR www.211.88.144.52.cust.ip.kpnqwest.it A 0.009464
> NOERROR www.128-116-173-50.dyn.eolo.it A 0.009311
> NOERROR www.158net12.unica.it A 0.009324
> NOERROR www.217-133-44-246.static.clienti.tiscali.it A 0.009468
> NOERROR www.128-116-210-207.dyn.eolo.it A 0.009484
> NXDOMAIN fwebdisk.antennaclub.it A 0.009454
> NOERROR www.2-225-255-165.ip178.fastwebnet.it A 0.009455
> NOERROR www.12.33.168.109.cust.ip.kpnqwest.it A 0.009473
> NOERROR www.2-228-163-103.ip192.fastwebnet.it A 0.009439
> NOERROR www.12012-1-rmctrl-ug-r-rm425.ipnet.interbusiness.it A 0.009467
> NOERROR www.128-116-190-103.dyn.eolo.it A 0.009471
> NOERROR www.2-227-6-225.ip183.fastwebnet.it A 0.009466
> NOERROR www.133.162.43.195.dsl.static.ip.kpnqwest.it A 0.009486
> NOERROR www.2-228-199-206.ip193.fastwebnet.it A 0.009500
> NOERROR www.2-229-244-69.ip199.fastwebnet.it A 0.009322
> NOERROR www.151.230.93.77.cust.ip.kpnqwest.it A 0.009511
> NOERROR www.2-227-106-190.ip185.fastwebnet.it A 0.009399
> NOERROR www.146.82.144.52.dsl.static.ip.kpnqwest.it A 0.009507
> NOERROR www.217-133-243-11.static.clienti.tiscali.it A 0.009379
> NOERROR www.213-156-36-47.ip310.fastwebnet.it A 0.009489
> NOERROR www.2019magliecalcio.it A 0.009374
> NOERROR www.2-227-163-182.ip187.fastwebnet.it A 0.009520
> NXDOMAIN fwww.ilrifugiodelmonaco.it A 0.009391
> NOERROR www.217-133-141-27.static.clienti.tiscali.it A 0.009727
> NOERROR www.128-116-174-154.static.eolo.it A 0.009567
> NOERROR www.2-229-135-185.ip197.fastwebnet.it A 0.009597
> NXDOMAIN fwww.gloriavigano.it A 0.009586
> NOERROR www.116.52.168.109.dsl.static.ip.kpnqwest.it A 0.009754
> NOERROR www.2-227-35-13.ip184.fastwebnet.it A 0.009651
> NOERROR www.2-225-93-166.ip175.fastwebnet.it A 0.009619
> NOERROR www.2-225-138-88.ip176.fastwebnet.it A 0.009669
> NOERROR www.217-133-200-205.static.clienti.tiscali.it A 0.009677
> NOERROR www.2-226-214-205.ip182.fastwebnet.it A 0.009533
> NOERROR www.146-241-33-216.dyn.eolo.it A 0.009662
> NOERROR www.2-230-234-56.ip204.fastwebnet.it A 0.009519
> NOERROR www.111.7.36.195.dsl.static.milano-3.telnetwork.it A 0.009412
> NOERROR www.2-230-6-97.ip199.fastwebnet.it A 0.009562
> NOERROR www.195-72-207-191-alz-mul.wimax.intercom.it A 0.009571
> NOERROR www.2-225-216-13.ip177.fastwebnet.it A 0.009724
> NOERROR www.151-0-184-217.ip282.fastwebnet.it A 0.009360
> NOERROR www.2-226-35-88.ip179.fastwebnet.it A 0.009513
> NOERROR www.130net150.unica.it A 0.009357
> NXDOMAIN fwww.matrimoniomarche.it A 0.009472
> NXDOMAIN fwww.decofibre.it A 0.009322
> NOERROR www.146-241-2-117.dyn.eolo.it A 0.009295
> NOERROR www.2-227-246-91.ip188.fastwebnet.it A 0.009312
> NOERROR www.146-241-122-175.dyn.eolo.it A 0.009482
> NOERROR www.2-228-21-120.ip189.fastwebnet.it A 0.009464
> NOERROR www.146-241-128-250.dyn.eolo.it A 0.009481
> NOERROR www.2-225-35-60.ip173.fastwebnet.it A 0.009334
> NXDOMAIN fwww.elettrostatica.it A 0.009346
> NOERROR www.217-133-43-107.static.clienti.tiscali.it A 0.009510
> NOERROR www.2-226-78-212.ip180.fastwebnet.it A 0.009488
> NOERROR www.2-225-159-203.ip176.fastwebnet.it A 0.009489
> NOERROR www.151-0-157-52.ip281.fastwebnet.it A 0.009343
> NXDOMAIN fwww.posizionamento-motori-ricerca.it A 0.009355
> NOERROR www.146-241-109-140.dyn.eolo.it A 0.009492
> NXDOMAIN fwww.questnews.it A 0.009377
> NOERROR www.2-226-62-134.ip179.fastwebnet.it A 0.009535
> NOERROR www.2-230-247-87.ip204.fastwebnet.it A 0.009508
> NOERROR www.2-228-14-105.ip189.fastwebnet.it A 0.009650
> NOERROR www.2-224-113-29.ip170.fastwebnet.it A 0.009522
> NOERROR www.2-231-138-20.ip207.fastwebnet.it A 0.009534
> NOERROR www.146-241-59-83.dyn.eolo.it A 0.009730
> NXDOMAIN ftrasparenza.comune.tresigallo.fe.it A 0.009733
> NOERROR www.151-0-164-22.ip281.fastwebnet.it A 0.009721
> NXDOMAIN fwww.pandilo.it A 0.009884
> NXDOMAIN fwww.pecorella.it A 0.009743
> NOERROR www.125.210.255.213.cust-fiber.enegan.it A 0.009757
> NXDOMAIN fwww.chitimetalli.it A 0.009909
> NOERROR www.2-231-148-0.ip207.fastwebnet.it A 0.009928
> NXDOMAIN fwww.booklover.it A 0.009904
> NOERROR www.128-116-224-199.dyn.eolo.it A 0.009744
> NOERROR www.2-230-143-181.ip202.fastwebnet.it A 0.009913
> NOERROR www.2-224-81-104.ip169.fastwebnet.it A 0.009927
> NOERROR www.114.40.168.109.dsl.static.ip.kpnqwest.it A 0.009789
> NOERROR www.218.186.43.195.dsl.static.ip.kpnqwest.it A 0.009779
> NOERROR www.151-0-181-196.ip282.fastwebnet.it A 0.009801
> NOERROR www.185-134-54-78.ip.campaniacom.it A 0.009772
> NOERROR www.185-63-43-232.wdsl.wifiweb.it A 0.009411
> NOERROR www.2-227-247-150.ip188.fastwebnet.it A 0.009558
> NXDOMAIN ftest.ereputation.it A 0.009559
> NOERROR www.2-226-215-247.ip182.fastwebnet.it A 0.009731
> NOERROR www.217-133-245-170.static.clienti.tiscali.it A 0.009580
> NOERROR www.128-116-149-182.dyn.eolo.it A 0.009695
> NXDOMAIN ftotano.medusacinema.it A 0.009541
> NXDOMAIN fthemint.it A 0.009526
> NXDOMAIN fwww.sartorialatorre.sys-web.it A 0.009575
> NOERROR www.217-133-38-146.static.clienti.tiscali.it A 0.009541
> NOERROR www.2-228-26-220.ip189.fastwebnet.it A 0.009561
> NOERROR www.2-229-108-30.ip196.fastwebnet.it A 0.009559
> NOERROR www.185-213-115-239.ip304.fastwebnet.it A 0.009461
> NOERROR www.146-241-89-195.dyn.eolo.it A 0.009469
> NOERROR www.2-224-14-118.ip168.fastwebnet.it A 0.009458
> NOERROR www.185-43-17-96.ip295.fastwebnet.it A 0.009593
> NOERROR www.128-116-234-160.static.eolo.it A 0.009487
> NOERROR www.2-228-151-81.ip192.fastwebnet.it A 0.009472
> NOERROR www.2-226-76-57.ip180.fastwebnet.it A 0.009483
> NOERROR www.2-232-169-107.ip213.fastwebnet.it A 0.009304
> NOERROR www.146-241-96-253.dyn.eolo.it A 0.009455
> NXDOMAIN fwebmail.cpingegneria.it A 0.009471
> NOERROR www.128-116-250-172.dyn.eolo.it A 0.009595
> NOERROR www.213-140-25-221.ip311.fastwebnet.it A 0.009573
> NOERROR www.217-171-238-201.protezionecivile.fvg.it A 0.009543
> NOERROR www.212-124-183-147.dyn.eolo.it A 0.009763
> NXDOMAIN fwebmail.incodaperte.it A 0.009772
> NOERROR www.2-225-175-79.ip176.fastwebnet.it A 0.009752
> NOERROR www.146-241-73-38.dyn.eolo.it A 0.009579
> NOERROR www.2-225-100-114.ip175.fastwebnet.it A 0.009746
> NOERROR www.2-232-171-76.ip213.fastwebnet.it A 0.009718
> NXDOMAIN fwww.protestantesimo.rai.it A 0.009686
> NOERROR www.194-69-60-61.net.tlcweb.it A 0.009715
> NXDOMAIN fzqv.it A 0.009713
> NOERROR www.128-116-129-250.static.eolo.it A 0.009655
> NOERROR www.211.125.168.109.host.static.ip.kpnqwest.it A 0.009678
> NOERROR www.212-183-162-43.static-xdsl.qcom.it A 0.009793
> NOERROR www.143net110.unica.it A 0.009683
> NOERROR www.128-116-164-79.dyn.eolo.it A 0.009792
> NOERROR www.2-225-39-252.ip174.fastwebnet.it A 0.009683
> NOERROR www.128-116-171-238.dyn.eolo.it A 0.009799
> NOERROR www.188-72-123-72.net.wt-tech.it A 0.009645
> NXDOMAIN fwww.angelococo.it A 0.009806
> NOERROR www.214-207-riservato.fdp.unimi.it A 0.009435
> NOERROR www.2-232-142-151.ip212.fastwebnet.it A 0.009589
> NOERROR www.146-241-138-94.dyn.eolo.it A 0.009433
> NOERROR www.2-227-128-246.ip186.fastwebnet.it A 0.009258
> NOERROR www.2-225-0-123.ip173.fastwebnet.it A 0.009590
> NOERROR www.2-229-33-146.ip194.fastwebnet.it A 0.009563
> NOERROR www.2-227-221-93.ip188.fastwebnet.it A 0.009409
> NXDOMAIN fwww.sxi.it A 0.009397
> NOERROR www.151-0-251-187.ip283.fastwebnet.it A 0.009369
> NOERROR www.168.29.141.94.host.static.ip.kpnqwest.it A 0.009211
> NOERROR www.184.247.93.77.cust.ip.kpnqwest.it A 0.009348
> NOERROR www.2-226-84-186.ip180.fastwebnet.it A 0.009373
> NOERROR www.2-227-247-241.ip188.fastwebnet.it A 0.009457
> NOERROR www.2-224-236-100.ip172.fastwebnet.it A 0.009328
